epoch,acc,loss,val_acc,val_loss
0,0.8213185667991638,0.5205471515655518,0.7331730723381042,0.9134936928749084
1,0.8648593425750732,0.39450353384017944,0.7785456776618958,0.7279847860336304
2,0.8688642382621765,0.3851693868637085,0.753004789352417,0.7738370299339294
3,0.8810843825340271,0.3527931869029999,0.7923678159713745,0.6849340796470642
4,0.8867323994636536,0.32139137387275696,0.7701321840286255,0.7901296615600586
5,0.8848839402198792,0.3310049772262573,0.772536039352417,0.780227541923523
6,0.8865270018577576,0.32942354679107666,0.7806490659713745,0.716255247592926
0,0.8818032741546631,2.2920756340026855,0.7794471383094788,1.808625340461731
1,0.8851920366287231,1.2272509336471558,0.7322716116905212,1.5745631456375122
2,0.8729718923568726,0.9598726630210876,0.7758413553237915,1.212372064590454
3,0.8799548149108887,0.7955492734909058,0.7310696840286255,1.2443617582321167
4,0.8768740892410278,0.7120137214660645,0.7454928159713745,1.134010672569275
0,0.8372355699539185,2.274475574493408,0.7340745329856873,2.01408314704895
1,0.8609570860862732,1.3857437372207642,0.7620192170143127,1.5705459117889404
2,0.8655781745910645,1.085039734840393,0.7602163553237915,1.3034642934799194
3,0.863627016544342,0.9207413792610168,0.7190504670143127,1.3637187480926514
0,0.7896898984909058,1.3314714431762695,0.7713341116905212,1.3018940687179565
1,0.8174163103103638,1.0979610681533813,0.7875601053237915,1.1438188552856445
2,0.8337053656578064,0.9591049551963806,0.823317289352417,0.9549369215965271
3,0.8246046304702759,0.8887398838996887,0.8263221383094788,0.891215443611145
4,0.8525770902633667,0.7672998309135437,0.8019831776618958,0.9210253953933716
5,0.8618813157081604,0.6891927719116211,0.7818509340286255,0.9589939117431641
6,0.8415485620498657,0.7161413431167603,0.8140023946762085,0.8065057992935181
